Link,Question Title,Question Body,Comments
https://community.sw.siemens.com/s/question/0D5KZ000000ZTNg0AO/legacy-lathe-i-have-a-problem-with-the-tool-nose-radius,"Legacy Lathe, I have a problem with the Tool Nose Radius.","I am using NX 8.5In theLegacy Lathe, I have a problem with theTool Nose Radius.I don't know how to solve it, because the work pieces are alwayslargerin diameter than.For this reason, I always give anoffsetin the Fanuc controller.",
https://community.sw.siemens.com/s/question/0D5KZ000000YeOp0AK/post-builder-wont-output-0,post builder wont output 0,working on a post for our mazak variaxis in post builder and I've ran across something weird and I am sure that it is a simple fix but I cannot find it. any coordinate values that need to be post out the equal 0 will not be in the posted code. If you move the toolpath by .0001 it post out just fine.,"KJH Hello,  What are the min/max values for the coordinates?  With Best Regards, Kevin Hickey  Siemens Product Lifecycle Management Software Inc. Digital Factory Division Product Lifecycle Management DI SW GS&CS CUS PLMS NA MIL USA - Home Office MILFORD, OH 45150 United States Tel: 800.955.0000  hickey.kevin@siemens.com https://support.sw.siemens.com/en-US/ ||| heinrich.schauer8458(Partner) Fisrt define the Format Zero_real  in The Formatting section of the ...def File. FORMAT Zero_real ""&_01.10""  Then you use it for your addresses. Example ""X""  ADDRESS X { FORMAT   Coordinate FORCE    off MAX     99999.999 Truncate MIN     -99999.999 Truncate LEADER   [$mom_sys_leader(X)] ZERO_FORMAT Zero_real }  Regards User16878001547952418573 the format for Zero_real was set as ""&_01_10"" changed it to &_01.10 and that fixed the issue. Thank you for the help. ||| User16878001547952418573 the format for Zero_real was set as ""&_01_10"" changed it to &_01.10 and that fixed the issue. Thank you for the help. ||| smitti Maybe your address is already output, if thats the case a simple MOM_force once [Address] will do the job. But in general it would be easier to help, if you share some more information or code."
https://community.sw.siemens.com/s/question/0D54O00008Di4Z2SAJ/output-contact-data,"""Output Contact Data""","It appears the ""Output Contact Data"" option in multiaxis operations adds vector information from the contact area, to the tool ball center. I am using a Heidenhain control, and am looking for surface normal vectors to use for 3D compensation. Anyone know how to get surface normal vectors into the code? A vector from the contact point to the center of the ball, will not always equal the surface normal vector.  I am curious how other have dealt with this.Thanks.","Juraj(Partner) hi, contact vectors and normal vectors went through the point on the ball and touch point and tool center point= geometricaly they are same ( for NX NY NZ). But it depends what variable you are using. mom_contact_vector (since nx11, mcs related), mom_contact_normal (machine related) They may differ with kinematic type or be the same.    Glenn Balon Thanks, Juraj,  Are those variables listed in the docs?  I also found this page with someone having a similar issue.  https://support.sw.siemens.com/en-US/knowledge-base/PL8013844 Juraj(Partner) I dont know, just use it, the _vector one. Note that you can use it also in 3+2 operations but there is a bit different rules. ||| Glenn Balon Thanks, Juraj,  Are those variables listed in the docs?  I also found this page with someone having a similar issue.  https://support.sw.siemens.com/en-US/knowledge-base/PL8013844 Juraj(Partner) I dont know, just use it, the _vector one. Note that you can use it also in 3+2 operations but there is a bit different rules. ||| Juraj(Partner) I dont know, just use it, the _vector one. Note that you can use it also in 3+2 operations but there is a bit different rules. ||| John_Vincent(Partner) @Glenn Balon​ ,  For Heidenhain this is pretty easy to implement with Post Configurator.  Check outhttps://youtu.be/eMYwvj3k6zI?si=4MT0nDl6achxRPW6&t=113mom_contact_normal variable is used. Let me know if you want to talk about this further. Juraj(Partner) I did some tests and ootb pc pp return different 3+2 codes based on kinematic type. I think it shouldnt. Glenn Balon I am working with my reseller, the machine tool builder, and Heidenhain to try and resolve this. I can run the code, but any compensation gives me the alarm shown below. I also tried with and without radial offset in tool table, and offset changes in the tool call line.  ||| Juraj(Partner) I did some tests and ootb pc pp return different 3+2 codes based on kinematic type. I think it shouldnt. Glenn Balon I am working with my reseller, the machine tool builder, and Heidenhain to try and resolve this. I can run the code, but any compensation gives me the alarm shown below. I also tried with and without radial offset in tool table, and offset changes in the tool call line.  ||| Glenn Balon I am working with my reseller, the machine tool builder, and Heidenhain to try and resolve this. I can run the code, but any compensation gives me the alarm shown below. I also tried with and without radial offset in tool table, and offset changes in the tool call line. "
https://community.sw.siemens.com/s/question/0D54O00008Di3RHSAZ/how-to-generate-toolpath-to-machine-a-domesphere-shape-in-nx-cam,How to generate toolpath to  machine a dome/sphere shape in NX cam?,"Hello,I am trying to machine a dome shaped part but the tool path does not machine the center of the dome. It starts at an offset leaving material in the center. I am trying to make this with a 4 axis machine. Any ideas what strategy would work best for  a part like this ?Thanks","dennisP_146 Hi balaji19991,  When looking at the resulting IPW, the toolpath indeed leaves material at the tip: i created a toolpath with variable guiding curves and this is the IPW result, I hope this helps  Dome_par_DP146 23MB balaji19991 Hi@dennisP_146​ , Thank you for your reply. I did try variable guiding curves but the tool path has very small unnecessary moves in X and Z axis.﻿ The Variable contour gives nice smooth circular tool paths. Dome_2par 268KB dennisP_146 you can set the intol and outtol lower for a better result: ﻿ balaji19991 Thank you so much for your assistance.  Is there any work around to get similar tool path with variable contour?  ||| balaji19991 Hi@dennisP_146​ , Thank you for your reply. I did try variable guiding curves but the tool path has very small unnecessary moves in X and Z axis.﻿ The Variable contour gives nice smooth circular tool paths. Dome_2par 268KB dennisP_146 you can set the intol and outtol lower for a better result: ﻿ balaji19991 Thank you so much for your assistance.  Is there any work around to get similar tool path with variable contour?  ||| dennisP_146 you can set the intol and outtol lower for a better result: ﻿ ||| balaji19991 Thank you so much for your assistance.  Is there any work around to get similar tool path with variable contour?  ||| KJH Hello,  I've uploaded a movie for your review.  With Best Regards, Kevin Hickey  Siemens Product Lifecycle Management Software Inc. Digital Factory Division Product Lifecycle Management DI SW GS&CS CUS PLMS NA MIL USA - Home Office MILFORD, OH 45150 United States Tel: 800.955.0000  hickey.kevin@siemens.com https://support.sw.siemens.com/en-US/ dome 3.7MB ||| KJH Hello,  Here's the sample part. Hope this helps.  With Best Regards, Kevin Hickey  Siemens Product Lifecycle Management Software Inc. Digital Factory Division Product Lifecycle Management DI SW GS&CS CUS PLMS NA MIL USA - Home Office MILFORD, OH 45150 United States Tel: 800.955.0000  hickey.kevin@siemens.com https://support.sw.siemens.com/en-US/ Dome_Sample 2.3MB"
https://community.sw.siemens.com/s/question/0D5KZ000000Y9Rg0AK/no-one-is-active-in-our-manfacturing-group-secion,no one is active in our manfacturing group secion,,"KJH Hello,  Please clarify.  With Best Regards, Kevin Hickey  Siemens Product Lifecycle Management Software Inc. Digital Factory Division Product Lifecycle Management DI SW GS&CS CUS PLMS NA MIL USA - Home Office MILFORD, OH 45150 United States Tel: 800.955.0000  hickey.kevin@siemens.com https://support.sw.siemens.com/en-US/"
https://community.sw.siemens.com/s/question/0D54O00008DOgZGSA1/is-there-a-way-to-force-nx-to-always-re-run-the-post-and-update-machine-code-in-cse,Is there a way to force NX to always re run the post and update machine code in CSE?,"Hello,when you get the message in the pic below you can easily click 'Yes' but often NX decides to use the code generated earlier.I wonder if I canforceNX toalwaysrun the post again (and update for example to_ini, etc.)?","Stefan Pendl You can delete the machine code from the context menu in the operation navigator. This can also be automated using a pre-action with the NXOpen API method below: Sorry there is neither a preference nor a customer default to control this. Hope that helps. ||| nko(Partner) Thanks Stefan,  that will do it! ||| Vignesh Babu hi stefen i delet the machine code but when i simulate the machine in cse level i check program manager my machine is always appear outdated one why ? Stefan Pendl I think it is now time to hand the issue over to the Siemens support, since they have more insight. ||| Stefan Pendl I think it is now time to hand the issue over to the Siemens support, since they have more insight."
https://community.sw.siemens.com/s/question/0D54O00008DRf32SAD/adaptive-milling-vs-imachining,Adaptive milling vs. iMachining,"Hi,I would like to ask if anyone has experience with iMachining for NX? Can it currently be compared to Adaptive Milling? Is it worth getting for NX or is the adaptive milling of the NX components sufficient?Can you share any insights etc.?Thank you","hjoy (Harri Joy), SCC @PaLi(Partner)​ , please not that I haven't used iMachining, so this is my impression and what I've gained from videos. Before NX got adaptive, there would have been a huge advantage because of the high speed milling and hard material capabilities.  In the current form of NX you get good adaptive paths, very similar to what imachining offers. What you don't get is ""iMachining Technology Wizard"", which claims to take the guesswork out of speeds/feeds/stepovers/depths etc. If it works, it is still a valid selling point, because NX lacks any proper offering in this are afaik.  Back in the days when NX didn't have adaptive I got a quote from Volumill and it was pretty horrific. Don't know about the pricing now, so you'll have to ask.  Harri John_Vincent(Partner) I agree with@hjoy (Harri Joy), SCC​ , both iMachining and Volumill have technology calculators which are nice. They operator in different manners however, I prefer the Volumill option myself.  From a pure toolpath standpoint, I would not spend the money on either; 3D Adaptive is so nice in NX2306. ||| John_Vincent(Partner) I agree with@hjoy (Harri Joy), SCC​ , both iMachining and Volumill have technology calculators which are nice. They operator in different manners however, I prefer the Volumill option myself.  From a pure toolpath standpoint, I would not spend the money on either; 3D Adaptive is so nice in NX2306. ||| CAMster We have Volumill and In my Opinion does a better job of tool path generation then Adaptive.  As far as the technology calculators you can get good cutting parameters from Helical Mill and their Machining advisor. ||| Eugene@one IMO its only worth getting if the programmer doesn't have a grasp on feeds/speeds/stepovers. weather that programmer should be programming without that knowledge is a whole other discussion... lol  i havent tried the NX implementation of volumill, but the hypermill implementation of it was pretty awful in my experience. CAMster From what our IT guys says it was not a big deal to install Voulmill.  It is much, much more than just speeds, feeds & stepovers. The way the path is generated in Volumill is nice. It maintains a constant chip load and works better at bottom up. Don't get me wrong. The adaptive milling in NX works fine in most cases and the tool life is great. We have tried and used both and IMHO Voulmil does better in HRSA Eugene@one by implementation i wasnt talking about installation, but how it functions inside the software. like i said i cant speak to it in NX, and dont know if it would be different from volumill in hypermill, but the hypermill experience i had with volumill was pretty awful, it was actually pretty bad at step ups. CAMster Volumill works similar to other operations in NX.  It uses the geometry in most cases.  I have had to create ""Extra"" geometry on occasion as check or trim geometry to force the tool to go into or stay out of specific areas. ||| CAMster From what our IT guys says it was not a big deal to install Voulmill.  It is much, much more than just speeds, feeds & stepovers. The way the path is generated in Volumill is nice. It maintains a constant chip load and works better at bottom up. Don't get me wrong. The adaptive milling in NX works fine in most cases and the tool life is great. We have tried and used both and IMHO Voulmil does better in HRSA Eugene@one by implementation i wasnt talking about installation, but how it functions inside the software. like i said i cant speak to it in NX, and dont know if it would be different from volumill in hypermill, but the hypermill experience i had with volumill was pretty awful, it was actually pretty bad at step ups. CAMster Volumill works similar to other operations in NX.  It uses the geometry in most cases.  I have had to create ""Extra"" geometry on occasion as check or trim geometry to force the tool to go into or stay out of specific areas. ||| Eugene@one by implementation i wasnt talking about installation, but how it functions inside the software. like i said i cant speak to it in NX, and dont know if it would be different from volumill in hypermill, but the hypermill experience i had with volumill was pretty awful, it was actually pretty bad at step ups. ||| CAMster Volumill works similar to other operations in NX.  It uses the geometry in most cases.  I have had to create ""Extra"" geometry on occasion as check or trim geometry to force the tool to go into or stay out of specific areas. ||| Zoltan1561535009855(Partner) PaLi, Apples and oranges. Imachining is way ahead of NX Adaptive and Volumill. We have used all of them. Imachining runs circles around both if set up correctly. Neither Volumill nor Adaptive calculates instantaneous tool load based on the ultimate strength of the material you are cutting. Adaptive and Volumill do something similar, but they're not the same. Stepovers are defined as cutting angles in Imachining, which is counterintuitive initially but makes sense once you dive into it. You also get true uniform scallop heights during roughing, which neither software does well at this point. We stopped using Volumill and Adaptive in the shop. The time savings just speak for themselves. We routinely cut volumill machine times in half. Ping me if you need more info/demonstration or a quote. Imachining is priced reasonably, I think. We like it so much that we recommend it with every NX CAM seat we sell! PaLi(Partner) Thank you Zoltan,  Our customer is deciding between NX CAM and SolidCAM. Since they use SolidWorks and 2/5D milling, they lean more towards SolidCAM. They are currently acquiring 5axis machines and comparing SolidCAM and NX. IMachining is a core function for them and if nx cannot directly replace it, they will not buy a module for NX, but rather stay with SolidCAM. Unfortunately, if I were to present it this way to our customer, he would choose SolidCam. ||| PaLi(Partner) Thank you Zoltan,  Our customer is deciding between NX CAM and SolidCAM. Since they use SolidWorks and 2/5D milling, they lean more towards SolidCAM. They are currently acquiring 5axis machines and comparing SolidCAM and NX. IMachining is a core function for them and if nx cannot directly replace it, they will not buy a module for NX, but rather stay with SolidCAM. Unfortunately, if I were to present it this way to our customer, he would choose SolidCam. ||| Zoltan1561535009855(Partner) NX is a better CAM platform overall i think. Especially in 5 axis. There is a lot to gain with imachining for NX and NX cam. I can make a more refined tool path in NX. It is also more stable. But that’s a SW issue. Postbuilder… even though old is wonderful and offers tons of functionalities. "
https://community.sw.siemens.com/s/question/0D54O00007wy2SvSAI/isv-simulation-of-spindle-rotation,ISV - simulation of spindle rotation,"Hi,is it possible to see the rotation of the spindle in the machine simulation if I start the revolutions? This is a representation of the rotation of the setting stones. When there is a 3D tool imported into the spindle and I start the M3 revolutions, I see that the tool spins, but the stones on the spindle do not. But when I use SPOS= or M19 spindle positioning, the stones rotate. Is there any way to do it?Thank you","ThomasF Hi PaLi,  please check the spinning geometry defined in the tool assembly. As a reference you can take a look into the UGT0202_001.  Thomas ||| PaLi(Partner) Hi Thomas,  The 3D tool body will spin, but not the drift stones on the spindle. I am attaching a video. When I turn the spindle by hand, the drift stones move. When I simulate the program and start the revolutions, the drift stones do not move. When I use the M19 S45 etc function the drift stones move. Is it possible to see the spinning of the drift stones after starting the M3 revolutions?  Thank you NX_ISV_spindle 1.2MB ||| ThomasF Hi PaLi,  sorry I was on the wrong track. You simply need to assign the geometry elements in the spindle component of the kinematic model.  Thomas ||| Thomas_S Hello PaLi,  unfortunately this is a missing function and works for the work piece end only (lathe spindle). For the tool side and the related spindle the tool only switched geometry between spinning and non spinning.  Hope this clarifies PaLi(Partner) I thought so. Thank you Thomas ||| PaLi(Partner) I thought so. Thank you Thomas ||| NX_User Hello together, on LinkedIn i found follow video Spindle Rotation There i have seen a 0:17, that the Spindle oriantate. But after the Tool start to spin at time 0:41 , i mean i see that the toolstones from the spindle also spins ( ia m not shure - bad video quality). Best regards"
https://community.sw.siemens.com/s/question/0D54O00008DgyuUSAR/operations-navigator-issue,Operations Navigator issue,"Selected operations will not automaticly scroll up, when selecting between different views.This worked with the NX 12  not anymore with NX 2206","RaimanuD In 2206 you can switch back to the classic ONT in the customer defaults ||| MW Hi mikhei_nx2206, it seems that this was reported to Siemens before and is supposed to be fixed in a new release. Please work with you local support group to get the latest information. mikhei_NX 2206 Good to know, thanks! ||| mikhei_NX 2206 Good to know, thanks! ||| Glenn Balon Yes, lots of wasted time scrolling back to find selected item. I will file another report about. These small time wasters add up."
https://community.sw.siemens.com/s/question/0D54O000061xX7bSAE/nx11-plunge-milling-optimize-feed-rate,NX11 Plunge Milling & Optimize Feed Rate,Howdy AllWe are on NX 11.0.2 and we have found a use for the Plunge Milling operation that is working really good for us. Plunging a round (off the lathe) boss into a Rectangular boss.We have also found Optimize Feed Rate tool to be quite useful in other operations.The Plunge Milling operation has available the “Optimize Feed Rate When Generating” check box and the values (on the Feed and Speed dialog) so we would like to apply feed rate optimization to this operation as well.Our problem is getting this to behave as we expect. In feed rate optimization two critical values are“Nominal Cut Width” and “Nominal Cut Depth”Our Plunge operation is set to1.500in  Maximum Distance for the Stepover0.125in Step AheadAnd we are plunging 2.00in deepWhat should our “Nominal Cut Width” and “Nominal Cut Depth” setting be?I would think “Nominal Cut Width” would be  the 1.500in Stepover and “Nominal Cut Depth” would be the 0.125in  Step ahead. But this is not outputting proper values I get the “Maximum Feed(%Cut)” value on all cut’s. Cutter just starting into the Boss (very minimal engagement) or even when fully 1.500in engaged I still get the “Maximum Feed(%Cut)” value.Cut depth on a plunge mill operation is actually irrelevant but I even triedNominal Cut Width = 0.125Nominal Cut Depth = 2.00andNominal Cut Width = 0.125Nominal Cut Depth = 1.500All I get output is “Maximum Feed(%Cut)”Is this “Optimize Feed Rate” broken for Plunge Milling or is there any info about what setting of the plunge mill operation translate to the “Nominal Cut Width” and “Nominal Cut Depth”Thanks in advance for any help you can offer.Jim,HOW DARE U have you got the answer?
https://community.sw.siemens.com/s/question/0D54O00008DhrGwSAJ/why-i-do-not-see-all-times-air-time-dragging-time-positioning-time-with-values-in-overviewi-only-see-the-cutting-time-is-anything-missing-,"Why I do not see all times (Air time, Dragging time, Positioning time  with values in overview?I only see  the cutting time .Is anything missing ?","When I look at the time in right is a value, but after Syncronize I have  double how to explain that.",
https://community.sw.siemens.com/s/question/0D54O00008DhEUMSA3/how-to-update-a-model-rev-keeping-all-tool-path-and-geometry-linked-to-reduce-programming-time,how to update a model rev keeping all tool path and geometry linked to reduce programming time.,I know there's a way to swap a part file that's similar to another part file and keep most of the tool paths. Is this possible? just seen it on Catia and I'm pretty sure NX should have something similar.That would be great you guys could help me in this topic.,"tobias_klein This video and discussion should be helpful: https://community.sw.siemens.com/s/question/0D54O000086tTL7SAM/swoosh-part-revision-programming-video-questions ||| Stefan Pendl In short, when you create a linked body of the CAD component in the CAM part, you can use the replacement assistent of the linked body to match similar edges and faces,"
https://community.sw.siemens.com/s/question/0D54O00007qCD2kSAG/post-configurator-angular-head-offset-not-working-with-heidenhain-itnc530-post,POST CONFIGURATOR - Angular Head offset not working with Heidenhain iTNC530 Post,"Hi everyone,I am trying to setup a basic post with Angle Head support for Heidenhain iTNC530 controller (Head-Head machine configuration). The output isnot considering the shift in tool axis & offsets with Head object defined. In this case, Plane Output (CONTROLLER CAPABILITIES > OUTPUT SETTINGS > PLANE OUTPUT) is active & set to all.Same output as below irrespective of HEAD:16 PLANE SPATIALSPA0. SPB-45. SPC0.TURN FMAX17 LX-53.033 Y-99. Z103.7722R0 FMAXSurprisingly, everything works as expected with Fanuc controller (credits to@Eduard1690356675202(Partner)​ last time for the script).Following implementation is already done on top of OOTB post.LIB_GE_command_buffer_edit_prepend LIB_SPF_KINEMATICS_current_setting LIB_SPF_KINEMATICS_current_setting_ENTRY_start {RAH_settings start} RAH_settingsLIB_GE_command_buffer_edit_append LIB_SPF_KINEMATICS_current_setting LIB_SPF_KINEMATICS_current_setting_ENTRY_end {RAH_settings end} RAH_settingsproc RAH_settings {arg} {global mom_head_spindle_axis mom_head_gauge_pointglobal save_mom_head_gauge_point save_mom_head_spindle_axisif {[info exists mom_head_spindle_axis]} {if {$arg == ""start""} {#donothing} elseif {$arg == ""end""} {array set mom_head_spindle_axis [array get save_mom_head_spindle_axis]array set mom_head_gauge_point [array get save_mom_head_gauge_point]unset -nocomplain save_mom_head_gauge_pointunset -nocomplain save_mom_head_spindle_axisMOM_reload_variable -a mom_head_spindle_axisMOM_reload_variable -a mom_head_gauge_point}}}Any help is appreciated. Thanks a lot & wishing a fantastic new year to the community!","Eduard1690356675202(Partner) Hi Paras,  first of all i wish you and all others a happy New Year 2023 🙂  I just looked at the problem on the SIM09 ootb sample with the ITNC controller loaded.  It seems that in case of local_namespace the changes have no effect. If i deactive the local_namespace property then the output looks as expected: CONF_CTRL_setting set local_ns_output 0  Active local_namespace: 20 PLANE SPATIALSPA0. SPB-90. SPC-75.TURN FMAX SEQ- 21 LX-17.7908 Y-1.955 Z84.9775R0 FMAX  Deactivate local_namespace: 20 PLANE SPATIALSPA0. SPB0. SPC15.TURN FMAX 21 LX-1.955 Y-1885.1254 Z-413.9518R0 FMAX  Important Note: In the local namespace case, Real Machine Kinematic is always used. If this is deactivated, the ""Tilting Plane Kinematic"" is used for Tilited Tool Axis Operations. In that case you must checked to see whether it also corresponds to the kinematics of the machine.  I Hope that help's to solve your problem.  Regards Eduard Paras Thanks@Eduard1690356675202(Partner)for your response and support here. ​ I will test this once and share my feedback. ​ Thanks again. Paras Hi@Eduard1690356675202(Partner)​ ,  I tried replicating with my setup/post but unfortunately the ABC angles are coming out to be at a very odd position. Unlikely that the Head Kinematics are causing it. I tested the same with Fanuc but it looks correct.  Will it be possible for you to share the setup used at your end with part & post. Will review & share my observation.  PS. I changed Local Namespace Output to Off & corrected the Tilted Plane Kinematics as per Real Machine Kinematics. OOTB post is not producing any offset in XYZ or changes in angles.  Thanks, Paras ||| Paras Thanks@Eduard1690356675202(Partner)for your response and support here. ​ I will test this once and share my feedback. ​ Thanks again. Paras Hi@Eduard1690356675202(Partner)​ ,  I tried replicating with my setup/post but unfortunately the ABC angles are coming out to be at a very odd position. Unlikely that the Head Kinematics are causing it. I tested the same with Fanuc but it looks correct.  Will it be possible for you to share the setup used at your end with part & post. Will review & share my observation.  PS. I changed Local Namespace Output to Off & corrected the Tilted Plane Kinematics as per Real Machine Kinematics. OOTB post is not producing any offset in XYZ or changes in angles.  Thanks, Paras ||| Paras Hi@Eduard1690356675202(Partner)​ ,  I tried replicating with my setup/post but unfortunately the ABC angles are coming out to be at a very odd position. Unlikely that the Head Kinematics are causing it. I tested the same with Fanuc but it looks correct.  Will it be possible for you to share the setup used at your end with part & post. Will review & share my observation.  PS. I changed Local Namespace Output to Off & corrected the Tilted Plane Kinematics as per Real Machine Kinematics. OOTB post is not producing any offset in XYZ or changes in angles.  Thanks, Paras ||| JHutchison My findings are the same with Sinumerik PC libs 5.5.58 in NX 2306. We've used the aforementioned Janus code successfully with FANUC libraries, but it's not working with Sinumerik libraries. Does anyone have a fix?"
https://community.sw.siemens.com/s/question/0D54O00008DgYgESAV/millturn-baxis-output-post-configurator,Mill-Turn B-axis output - Post Configurator,"Hi all,Not sure if I am missing something obvious here...Creating my first mill-turn post for a new machine (twin spindle and b axis, no lower turret). I have defined my machine kinematics in MTB and created my post from it.When posting a turning operation I have no B output to command the B axis rotation.Messed with plane outputs etc but no luck.I have posted my program with a post from a similar machine on posthub and I get the B axis output but can't find anything obvious thats different between the post that I havent tried.Im sure im missing something simple as outputting a B axis command should be fundamental right? Or do I need to be doing this with custom tcl code in a layer?Thanks for any help!","Stefan Pendl Is the machine type under ""kinematics settings => real machine kinematics"" set correctly? Also is the B axis listed there? In addition what NX release are you using and what PC release? ||| AdamCAM Hi Stefan,  Thanks for your reply...  I believe it is set correctly yes, and the B axis is listed. The output for milling operations contains the B axis rotation, just the turning ops missing it.   This is currently in version 1942 but we will be upgrading soon, likely to 2312...   ||| Stefan Pendl TheWhat's new in NX 1953 (siemens.com)contains a hint about B-axis turning support, that you need to import an additional layer available at post-hub to make it work. Hope this helps. ||| AdamCAM I did try this but I believe it is only used when tool angle is set to 'Variable' within a finishing operation. I'm just after the output of the B axis command to set the initial B axis rotation before the turning process begins. Post attached if its any help - its basically as is from creation with the added B axis turning layer from post hub. test_i200_2212 646KB"
https://community.sw.siemens.com/s/question/0D54O00007uF271SAC/operation-navigator-automaticly-expands-folders-when-copypasting-operations,Operation navigator automaticly expands folders when copy/pasting operations,I do NOT want operation navigator randomly expand everything. Someone with the same problem?,"mikhei_NX 2206 nx 2206 ||| Damijan_S Yes, we have the same problem and it's very annoying! How to stop it from opening certain program groups? ||| frankjs(Partner) We have a PR about something like this and the answer from Siemens was it will fixed in NX2406 (june 2024 release)  I copy here the text:  Siemens Digital Industries Software believes that the problem you reported where ""Copy/Paste CAM Operations Expand all the Operations in Operation Navigator"" will be resolved by code changes made to the release of our product NX version 2406 - June 2024 Functional Release. ||| mikhei_NX 2206 Thanks! Yes i use copy/paste ||| mikhei_NX 2206 "
https://community.sw.siemens.com/s/question/0D54O00008DgtQ0SAJ/mm-unit-post-output-for-inch-files,mm unit post output for inch files,"HiThere is a problem with the ijk value of helix move when outputting in mm units to an inch file.After converting the inch file to mm file, it is output normally.X-36.876 Y215.646 Z40.849 J-32.153 K0.0 TURN=530But what should I do to print it normally without converting the file?",
https://community.sw.siemens.com/s/question/0D54O00006uVHGVSA4/cse-subprograms-under-postprocessor-in-programmanager-are-greyed-out,CSE: Subprograms under postprocessor in Program-Manager are greyed out,"Hello,in my simulation i get the error ""Program name 'HS_FINISH_TURN_OD' not found"". When i check the subprogs in the Program-Manager, all of them exist but they are greyed out. So i think CSE cannot find them.But when i double click one of these subprograms, the correct code is shown in the editor of the Program Manager. So anywhere the programs has to exist. They are generated by the post with the commad MOM_start_subroutine.So can anyone explain me what's the status of these subprograms when they are greyed out and why the CSE cannot find the code inside, although it is shown in the editor?Thanks!",Vignesh Babu do you get the solution for this issue ?
https://community.sw.siemens.com/s/question/0D54O00008Dg9JNSAZ/nx-open-lib-to-generate-nc-code-into-subprograms,NX Open lib to generate NC CODE into subprograms,"HelloDoes NX Open has commands to manipulate nc code output?I would like to split main program into seperate files, depending on subprogram groups.PROGRAM-PART1-PART2-PART3Output:part1.ncpart2.ncpart3.nc",Stefan Pendl So you want to select the group named PROGRAM and the NC files should be output for each sub-program group separately. The attached journal should post-process each selected program group individually. There are instructions at the top on how to change the used post-processor. PostMultipleGroups.vb 8KB ||| PeterGM Thanks a lot for sample.
https://community.sw.siemens.com/s/question/0D54O00008DSZSbSAP/post-configurator-how-to-change-output-location,[Post Configurator] How to change output location,"HiI set Insert and Rotate using UDE.​""However, I need the output position to come out after receiving the UDE value and before the Insert and Rotate output positions.""Is there a way to make changes?﻿",Stefan Pendl Have you tried to add the tool change marker before the insert UDE? The marker instructs MOM to change the event order.
https://community.sw.siemens.com/s/question/0D54O00008CvyOCSAZ/isv-setup-zvpslz,ISV Setup - Z=VPSLZ,"HiI am setting up an ISV for OKUMA 5AXIS Machine.First of all, we want to set up G00 Z=VPSLZ.It's about machine origin return. How can I set it up?​","Thomas_S Hello Kimies,  the key here is that the varaibel need to be defined!   Hope this helps  kimies_saida Hi Thomas_S  I have additional questions. Okuma controller uses HA = tool_adjust_register. Is there an example of setting up that part?   Thomas_S It that the syntax working on the machine? Simply HA without any value not like HA=1? ||| kimies_saida Hi Thomas_S  I have additional questions. Okuma controller uses HA = tool_adjust_register. Is there an example of setting up that part?   Thomas_S It that the syntax working on the machine? Simply HA without any value not like HA=1? ||| Thomas_S It that the syntax working on the machine? Simply HA without any value not like HA=1? ||| Modulus Hi Kimies,  I have created a few controller methods in python to use the OSP system variables for linear axis positive and negative machine limits. These methods pull information from the machine kinematics data to position the machine accordingly.  def VNPLX(channel): return channel.GetJointParameter(""X"", ""HardLimitMin"")/channel.GetStateAttribute(""GV_Status_dFactor"") def VNPLY(channel): return channel.GetJointParameter(""Y"", ""HardLimitMin"")/channel.GetStateAttribute(""GV_Status_dFactor"") def VNPLZ(channel): return channel.GetJointParameter(""Z"", ""HardLimitMin"")/channel.GetStateAttribute(""GV_Status_dFactor"") def VPPLX(channel): return channel.GetJointParameter(""X"", ""HardLimitMax"")/channel.GetStateAttribute(""GV_Status_dFactor"") def VPPLY(channel): return channel.GetJointParameter(""Y"", ""HardLimitMax"")/channel.GetStateAttribute(""GV_Status_dFactor"") def VPPLZ(channel): return channel.GetJointParameter(""Z"", ""HardLimitMax"")/channel.GetStateAttribute(""GV_Status_dFactor"")   Cheers,  -Grant https://ModulusCAM.com/ kimies_saida HiModulus(Modulus LLC)  ﻿Where should I add the codes? ||| kimies_saida HiModulus(Modulus LLC)  ﻿Where should I add the codes? ||| Modulus Hi kimies_saida,  Sorry for the late reply. These codes should be added into the python file containing the ControllerMethods class in the cse_driver folder of your machine. An example;...\library\machine\installed_machines\sim05_mill_5ax\cse_driver\okuma\sim05_mill_5ax_okuma.py  ||| kimies_saida HiModulus  I tried setting it as you said and it goes down to Z0.  ​I need to go up, but what should I do? ||| Modulus Hi kimies_saida  I would double check the python Methods definition for VPSLZ, it should be using the ""HardLimitMax"" or ""SoftLimitMax"" parameter of the Z axis. Also, you can query the value usinggetJointParameter(""Z"", ""HardLimitMax"")in the Variables window of the Execution View during machine code simulation to make sure that the value is correct.  Hope this helps.  Cheers, -Grant kimies_saida Hi Modulus  Go down to the origin in that code block.   The limits of the equipment are as follows. In other words, it must be moved to the 0 position.   ||| kimies_saida Hi Modulus  Go down to the origin in that code block.   The limits of the equipment are as follows. In other words, it must be moved to the 0 position.  "
https://community.sw.siemens.com/s/question/0D54O00008DfZW2SAN/inquiry-about-the-cycle800-output-method-for-the-current-drilling-process,Inquiry about the CYCLE800 output method for the current drilling process.,HiI use a drilling process with the operation type of point to point.​The current drilling process is recognized and output as TRAORI. I would like it to be output as CYCLE800 as shown below.How can it be changed?,Juraj(Partner) if postconfigurator -> GTAC
