Link,Document Title,Document Body
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1754042,Multiselect for facet bodies,"You can use the multiselect gestures to select multiple facet bodies for part, blank, or check geometry. In an assembly, NX adds facets from all components within the multiselect gesture to the geometry definition. NX creates a separate geometry set for each facet body and displays an alert message to tell you that multiple geometry sets were created.
Geometry to select
16 separate facet bodies

19 separate solid bodies

Types Filter = Facet Body
Types Filter = Solid Body
NX creates 16 geometry sets. Each set contains one facet body.
NX creates one geometry set that contains 19 solid bodies.

Types Filter = Facet Body and Solid Body
NX creates 17 geometry sets. One geometry set that contains 19 solid bodies, and 16 geometry sets that each contain one facet body.
Where do I find it?
Application
Manufacturing
Location in dialog box
Workpiece dialog box→Geometry group
Ribbon bar
Selection tab→Filters group→turn on Selection Filters
Resource bar
Selection Filters →Types tab"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/mainmenu_main_part_material,Assign material to part geometry,"The material attribute assigned to part geometry is one of several parameters used to determine cutting feeds and speeds. Once this part material as well as tool material, cut method and cut depth have been specified, the Reset from Table button in the Feeds and Speeds dialog uses these parameters to recommend appropriate Surface Speed and Feed per Tooth values.
To
Do this
Assign a part material to all operations in a part
Choose Menu→Tools→Part Material.
In the Search Result dialog box, select a part material and click OK.
The specified Part Material applies to all operations in the part unless you specify another material in a geometry group dialog box.
Assign a part material to a specific geometry group
In the Geometry View of the Operation Navigator, double-click the geometry group that requires a part material.
In the [geometry] dialog box, in the Description group, click Material
In the Search Result dialog box, select a part material and click OK.
The contents of the part material listing is determined by the Configuration File."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/create_geometry_options,Create Geometry dialog box,"Note:
See Common dialog box options for common options not discussed here.
Create Geometry
Milling
MCS
Use the Milling MCS to specify:
MCS
RCS
Clearance Plane
Lower Limit Plane
Avoidance
Workpiece
Use the Milling Workpiece to specify:
Part
Blank
Check
Part Offset
Part Material
Mill Area
Use Mill Area to create specify:
Part
Check
Cut Area
Walls
Trim Boundaries
Mill Bnd
Use Mill Bnd to create specify:
Part Boundaries
Blank Boundaries
Check Boundaries
Trim Boundaries
Floor
Mill Text
Use Mill Text to specify:
Drafting Text
Floor
Mill Geom
Use the Milling Mill Geom to specify:
Part
Blank
Check
Part Offset
Part Material
ROTARY_GEOM
Use ROTARY_GEOM to specify the following geometry to machine on a cylindrical part:
Part
Floor
Wall
MULTI_BLADE_GEOM
Use MULTI_BLADE_GEOM to specify the following geometry for multiple blade parts, such as blisks or impellers:
Hub
Shroud
Blade
Blade blend
Splitters
Turning
MCS Spindle
Use the MCS Spindle to specify:
MCS
RCS
Lathe Work Plane
Workpiece
Turning Geometry
Use the Turning Workpiece to specify:
Part Boundaries
Blank Boundaries
Part Material
Containment
Use Containment to specify:
Radial Trim Planes
Axial Trim Planes
Trim Points
Avoidance
Use Avoidance to specify:
From Point
Motion to Start Point
Approach Point
Motion to Start of Engage
Departure Point
Motion to Return Point/Clearance
Motion to Gohome Point
Radial Clearance Plane
Wire EDM
MCS WEDM
Use MCS WEDM to specify:
MCS
RCS
Sequence Internal Trim
Use Sequence Internal Trim to specify:
A sequence of operations to create Internal trim paths.
Sequence External Trim
Use Sequence External Trim to specify:
A sequence of operations to create External trim paths.
WEDM Geometry
Use WEDM Geometry to specify:
Geometry
Hole Making, Thread Milling
MCS
Use the Milling MCS to specify:
MCS
RCS
Clearance Plane
Lower Limit Plane
Avoidance
Workpiece
Use the Milling Workpiece to specify:
Part
Blank
Check
Part Offset
Part Material
HOLE_BOSS_GEOMETRY
Use HOLE_BOSS_GEOMETRY to specify hole feature or boss features.
Multi-axis deposition
MCS_MILL
HYBRID_GEOMETRY
FOUNDATION_FACE
Location
Geometry
Select geometry location parent for new geometry
Name
System Name
Text box
Use system name to enter a name for the geometry
User Defined Name
Text box
Sets the user-defined geometry name. Enter a name by which you can recognize the geometry.
Geometry
names may contain letters, numbers, periods, underscores, dashes,and spaces.
Note:
Cannot contain the following characters !, @, *, ?, "". :, <, >, ', |, \."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/parent_groups_parent_group_millgeom,"Mill Geometry, Workpiece dialog boxes","The Mill Geometry and Workpiece icons in the Create Geometry dialog box perform identical functions. They both allow you to define Part, Blank, and Check geometry from selected bodies, faces, curves, or surface regions. In addition, they allow you to define Part offset, Part Material, and save the currently displayed layout and layer.
Material
This option assigns a material attribute to the geometry as one of several parameters used to determine cutting feeds and speeds. Once this part material as well as tool material, cut method and cut depth have been specified, the Reset from Table button in the Feeds and Speeds dialog uses these parameters to recommend appropriate Surface Speed and Feed per Tooth values extracted from predefined tables.
The material specified using this option determines the Feeds and Speeds only for operations using this geometry group. The material specified here supercedes the material specified using Tools>Part Material for these operations.
The Material button displays a listing of available part materials to choose from. The contents of this listing is determined by the Configuration File.
Refer to Object>Feed Rates described in the Operation Navigator section for details on how the Feeds and Speeds dialog uses this and other parameters."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1997821,Workpiece dialog box,"Geometry

Specify Part
Specifies geometry that represents the finished part. Valid selections include:
(Preferred) Sheet bodies or solid bodies
Facet bodies
Surface regions
Faces

Specify Blank
Specifies geometry that represents the material to cut from, such as forgings or castings. Blank geometry does not represent the final part and can be cut through or engaged with directly. Valid selections include:
(Preferred) Sheet bodies or solid bodies
Facet bodies
Surface regions
Faces
Curves

Specify Check
Specifies geometry that represents clamps or other areas, to avoid machining the areas. Valid selections include:
(Preferred) Sheet bodies or solid bodies
Facet bodies
Faces
Curves
Physical Workpiece
Allows you to assign the part geometry of multiple workpiece setups for machine simulation from the ONT without using the Setup Configurator in the Machine Tool Navigator. For example, this simplifies the workflow for machine simulation when you select multiple parts on a tombstone.
Setup Components
Displays a list of machine components classified as _SETUP_ELEMENT or _SETUP, _SETUP_ELEMENT in the kinematic model.
The color of the workpiece icon in the Geometry View changes to if a Physical Workpiece is defined in the Workpiece dialog box.
Note:
Physical Workpiece is available only if NX detects more than one component classified as _PART, _SETUP_ELEMENT in the kinematic model of the machine. The workpiece geometry is automatically assigned when the machine is loaded with one component classified as _PART, _SETUP_ELEMENT.
To use the Physical Workpiece method in existing parts, you must deselect all the part and workpiece geometry assigned to the corresponding components in the Machine Tool Navigator - Setup Configurator.
Selecting the machine components is not supported by simulation in the Synchronization Manager and an error message appears about missing K components. For proper material removal during simulation, you must use the Machine Tool Navigator - Setup Configurator to assign the part to the _PART, _SETUP_ELEMENT component, and its blank to the _WORKPIECE, _SETUP_ELEMENT component in the kinematic model of the machine.
Offsets
Part Offset
Specifies how far to offset the part from the selected part geometry.
Description

Material
Opens the Part Material Search Result list. Select a part material from the list to assign to your geometry.
Layout and Layer
Save Layer Settings
Saves the layer settings with the view information for the current layer.
Layout Name
The name of the layout.
Save Layout/Layer
Saves the layout and layer of the current view settings. This is helpful when you machine the part from a specific orientation."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/parent_groups_parent_group_mill_area,Mill Area dialog box,"Geometry
Trim Boundaries apply to the Area Milling and Flow Cut drive methods of Fixed Axis Surface Contouring. Trim Boundaries further constrain the cut regions. You may define the area of the cut region to be excluded from the operation by specifying Material as Inside or Outside. Trim boundaries are always Closed, always use an On condition, and are projected to the Part geometry along the tool axis vector. More than one Trim Boundary may be defined. You may specify a Trim Stock to define the distance the tool is positioned from the Trim Boundary, and Boundary Intol/Outol.
Part Offset
Part Offset adds to or subtracts from the modeled part geometry by a specified offset (thickness) value. A positive value offsets the thickness outside the part. A negative value offsets the thickness inside the part. The cutter recognizes the Part Offset as the workpiece and machines to it accordingly. Part Stock and Custom Stock are measured from the Part Offset. This is useful when the model geometry is offset from the part you are machining, such as an EDM electrode or a sheet metal die."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid867479,Milling Geometry dialog boxes,"The following options are available for the Part Geometry, Blank Geometry, Check Geometry, and Cut Area Geometry dialog boxes.
Geometry
Reverse Material Side
Available for Cavity Milling operations after you click Unify All in the Topology dialog box.
Reverses the material side for all of the selected geometry.
Custom Data
Lets you assign custom parameters that apply to the selected geometry. The default values for each option are the same as the cutting parameter defaults in the operation dialog box.
The Stock and Tolerance values override the Stock and Tolerance values specified in the operation dialog box.
The default values for each option are the same as the defaults in the operation dialog box.
For fixed and variable contouring operations, the Cut Feed Rate values override the Cut Feed Rate values specified in Feeds and Speeds.
For geometry specified in a parent geometry group, the Offset value adds an offset to the entire part geometry.
Topology
Topology
Available after you select or edit geometry.
Provides surface analysis options to check for the following:
Material side inconsistency.
Gaps and missing surfaces.
Duplicate surfaces."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid863492,Topology dialog box,"Note:
See Common dialog box options for common options not discussed here.
Some models contain geometry errors that can create multiple shells and an incorrect tool path. Use the Topology options to inspect the model for missing, duplicated, and non-tangent faces. NX uses the settings to connects each object in a shell to every adjacent object.
Tolerances
Lets you adjust the distance and angle tolerances so that all the geometry is connected into one or more shells. You can then generate an acceptable tool path.
Distance
Specifies the maximum value that two objects can be apart and still considered connected. If surfaces are adjacent, one or more shells are created when you rebuild the topology.
Enter a larger value to join two objects that are not connected with the default value.
Angle
Specifies the maximum angle, in degrees, that the normals of two adjacent faces (or curves) can vary at an edge.
For example, if you enter a value of 5 degrees and the angle along an edge between two faces is less than 5 degrees, NX classifies the edge tangent.
Rebuild Topology
Creates the shell if the surfaces are adjacent. NX considers surfaces adjacent if the gaps are less than the specified tolerance.
NX does not modify the model geometry.
Material Side
NX represents the material side by a vector arrow that points away from the material.
Display Material Side
Displays the material side indicator when you select one of the Faces options.
Refresh Before Display
Refreshes the screen when you select one of the Faces or Edges options.
Shell
Note:
NX only shows the options that apply to your model.
Faces
Lets you review the material side defined for each face.
Undefined highlights faces without a defined material side.
Same highlights faces with the same material side as that of the majority of the faces.
Opposite highlights the faces with a different material side than that of the majority of the faces.
Edges
Lets you review how NX classifies the edges.
Undefined highlights the edges that are not classified by NX.
Nonmanifold highlights the unresolved portion of an edge where more than two faces meet.
Note:
The Modeling application does not allow you to create nonmanifold edges.
Exterior highlights all of the outside edges that define the cutting region.
Interior highlights all of the inside edges that define the cutting region.
Inconsistent highlights the edges where adjacent faces have opposite material sides.
Complex highlights the edges that are neither completely tangent, concave, or convex. For example, part of the edge is tangent, and the rest of it is convex.
Tangent, Concave, Convex highlight the specified edges.
Unify All
Places the material side for all of the selected geometry on the same side.
Reverse All
Available after you click Unify All.
Reverses the material side for all of the selected geometry."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/mill_bnd_dialog,Mill Bnd options,"Geometry
Specify Part Boundaries
Specifies geometry that represents the finished part.
The preferred geometry selection is faces. Other valid geometry selections are: curves, edges, permanent boundaries and points.
For collision and gouge avoidance, select the entire part, including the faces you are not cutting, as part geometry. Then use Specify Trim Boundaries to limit what is cut.
Specify Blank Boundaries
Specifies geometry that represents the material to cut from, such as forgings or castings. Blank geometry does not represent the final part and can be cut through or engaged into directly.
The preferred geometry selection is faces. Other valid geometry selections are: curves, edges, permanent boundaries and points.
Specify Check Boundaries
Specifies boundaries that represent clamps or other areas to avoid machining.
Specify Trim Boundaries
Specifies boundaries to define areas of the cut region to exclude from the operation.
Note:
Use trim boundaries with caution. Trim Boundaries can sometimes hide part geometry and lead to unexpected results. This is particularly important where it is important the tool is not overly embedded.
Specify Floor
Uses the Plane Constructor to specify the floor plane. The part, blank, check and trim boundaries are swept along the tool axis to the floor plane to define the part and blank volumes, and the volumes to avoid machining.
Floor defines the lowest (last) cut level for Planar Mill operations.
If you do not specify a floor, the system uses the X-Y plane of the Machine Coordinate System (MCS).
Offsets
Part Offset, Blank Offset, Check Offset, and Trim Offset offset the boundary from the geometry selected to define the boundary.
Layout and Layer
Save Layer Settings
Save Layout/Layer
Saves the layout and layer of the current view settings. This is helpful when machining the part from a specific orientation."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/genid_access_the_saved_view_orientation_for_an_operation_7_268,Display the saved view orientation for an operation,"In the Operation Navigator, right-click the operation and choose Object→ Switch Layer/Layout.
The software changes the working layer and retrieves the display layout that was active when Save Layout/Layer was selected."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/bdry_intro,Manufacturing boundaries,"Use boundaries in Manufacturing to define the regions to machine. Part, blank, and check boundaries are mainly used for Planar Milling. Trim boundaries are used in Planar Milling and are also used for containment in the solids based processors such as Cavity Milling and Surface Contouring.
They define a path or area.
A single boundary, for example, a pocket or closed area, contains the tool. Combined boundaries, for example, a pocket with an island, can both contain and exclude the tool.
They have a material side or tool side.
They consist of members.
Each member is a segment which may contain custom data, such as Intol/Outtol, Stock, and Tool Position. A segment can be the edge of a face or a curve.
Individual members are easily identified by their tool position indicators.
They are always planar.
In Milling and Wire EDM operations, boundaries define a volume, path or direction.
NX projects the selected geometry to the boundary plane. The projection is along a vector that is normal to the boundary plane.
In Turning operations, boundaries define a planar cross section of material to be removed.
They are displayed as temporary entities and disappear whenever the screen is refreshed.
They have a start point, forward direction, and end point.
When you create a boundary from a face, NX automatically establishes the boundary direction.
When you create a boundary from curves, edges, or points, you establish the boundary direction. The direction is from the first item you select to the second item you select.
After the boundary direction is established, you cannot edit it or reverse it.
Where do I find it?
Application
Manufacturing
Command
Create Geometry
Location in dialog box
Geometry parent
Create Geometry dialog box→[Valid geometry type]→[Valid geometry subtype]→[Geometry] dialog box→Geometry group

Operation specific geometry
[Operation] dialog box→Geometry group"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/bound_start_point,Moving boundary start and end points - legacy boundary dialog box,"Boundary Start Point
Action
Open boundary
Closed boundary
Move the start point
Trim moves the start point back along the boundary member so that the member is shortened.
Extend lengthens the boundary member along a straight line tangent to the boundary member.
Note:
Select the boundary member nearest the end you want to trim or extend.
Moving the start point to a different boundary member removes all members between the new location and the original location.
All post commands associated with the original start point are moved to the new start point.
The boundary member is split.
If you move the start point back to the previous location, the software tries to join the two members to form the original member. If the members have different parameters (for example, feed rate or stock), they cannot be joined.
All post commands associated with the original boundary member are removed.
Distances and percentages must be non-negative values.
All tolerance, feed rate, and stock values are copied from the original boundary member to the newly created boundary members.
Move the end point
Trim and Extend function the same as for start point.
Not applicable. The end point follows the start point
Specify the first member
Not applicable.
Use arrows to highlight the desired first member, then click First Member.
Note:
Planar Milling only uses the boundary start point to determine the cut start point if you go to Non Cutting Moves in the main operation dialog box and change the Region Start Points option to Corner."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1749530,Moving boundary start and end points,"Open boundaries
Closed boundaries
Symbol
Description
Start point of the selected boundary curve
End point of the selected boundary curve
Start point of any additional boundary curve
End point of any additional boundary curve
Selected member of the selected boundary curve
Additional member of the selected boundary
Member of any additional boundary curve
Direction arrow and tool side indicator attached to start point
Action
Open boundary
Closed boundary
Move the start point along the same boundary member
Boundaries dialog box→Members group→ Trim / Extend Member
Distances and percentages must be non-negative values. However, you can drag the start point in the graphics window to increase the boundary member length.
Decreasing the length moves the start or end point back along the boundary member.
Increasing the length moves the start or end point along a straight line tangent to the boundary member.
Boundaries dialog box→Members group→ Trim / Extend Member
Distances and percentages must be non-negative values.
The boundary member is split.
The curve segment in front of the start point becomes the new Member 1 item in the member list.
This boundary member retains the start point. It does not retain any custom member data.
The curve segment behind the start point becomes the last item in the member list.
This boundary member retains all custom member data, including post commands, assigned to the previous Member 1.
Specify the first member
Boundaries dialog box→Boundaries group→ Select Curve
In the graphics window, shift-select each member that is before the required Member 1 curve segment to remove it from the boundary.

The start point moves to the new Member 1 curve segment.
The new start point does not retain any custom member data.
Boundaries dialog box→Members group→ Start on this Member

NX copies all tolerance, feed rate, and stock values associated with the original boundary member to the new Member 1.
However, if the new Member 1 has existing custom member data, it retains the data.
NX does not copy any post commands associated with the original boundary member to the new Member 1.
Move the end point
Boundaries dialog box→Members group→ Trim / Extend Member
Not applicable. The end point always follows the start point.
Note:
Planar Milling uses the boundary start point to determine the cut start point only if you go to Non Cutting Moves in the main operation dialog box and change the Region Start Points option to Corner.
Tip:
It is not necessary to change the boundary start point to change the starting point of the tool path.
In the operation dialog box: Non Cutting Moves→Start/Drill Points node→Region Start Points group→Select Points"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/bdry_bdry_geo_dialog,Boundary Geometry — legacy dialog box,"Note:
This dialog box is available for drive boundary geometry.
The Part Boundaries, Blank Boundaries, Check Boundaries, and Trim Boundaries dialog boxes have the same options as the Boundary Geometry and Create Boundary dialog boxes, but with a slightly different layout.
Option
Description
Mode
Chooses the method for defining a boundary:
Curves/Edges
Accesses the Create Boundary dialog box to specify existing curves or edges.
Boundary
Lets you select an existing permanent boundary
The software copies the permanent boundary to a manufacturing boundary. The new boundary can be edited. It is associative to the curves and edges from which the permanent boundary was created, and not to the permanent boundary itself. If the permanent boundary is deleted, the manufacturing boundary remains.
Face
Lets you select a single planar face of a sheet or solid body This is usually the easiest method. The interior edges are determined by the Ignore Holes and Ignore Islands options.
Face mode is not available for Turning.
Points
Lets you create a closed boundary from a sequence of defined points.
Accesses the Create Boundary dialog box to specify associative or non-associative points (not available for Turning)
List Boundaries
Lists of the names of previously created boundaries
Material Side
Specifies which side of the boundary the part or stock material is on.
Side Trimmed
Specifies the side on which the tool path is not generated.
Geometry Type
Displays the type of boundary (part, blank, check, trim) you are creating.
Custom Boundary Data
Sets Tolerance, Side Stock, Blank Distance and Cut Feed Rate values associated with the selected boundary
Remove Last
Removes the previously defined boundary.
Face Selection options
Ignore Holes
Create boundaries around each hole on the selected face.
Ignore Holes
Ignores holes in the selected face.
Ignore Islands
Creates boundaries around each island on the selected face.
Ignore Islands
Ignores islands in the selected face.
Ignore Chamfers
Creates boundaries on the edges of the selected faces.
Ignore Chamfers
Creates boundaries that extend to include chamfers, fillets, and rounds adjacent to the selected faces.
Convex Edges, Concave Edges
Controls the tool position for boundary members that occur along convex and concave edges of the selected face.Tanto is the default for concave edges. On is the default for convex edges."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/bdry_create_dialog,Create Boundary — legacy dialog box,"Note:
The Create Boundary dialog box displays when Mode in the Boundary Geometry dialog box is set to Curves/Edges or Points.
This dialog box is available for drive boundary geometry and for boundary geometry defined within planar milling operations, such as Planar Mill and Finish Walls.
Type
(Curves/Edges mode only)
Specifies the boundary as either Open or Closed.
Point Method
Point mode only
Selects the method for defining points (such as Point on Face) to create a boundary from a sequence of defined points. The boundary direction and start point are defined in the same way when defining a sequence of points as when selecting a sequence of curves.
Point Method always creates a closed boundary which cannot be edited to become an open boundary.
Plane
Specifies how to define the boundary plane. The boundary plane is the plane onto which the selected geometry will be projected and the boundary created.
Automatic
Creates the boundary plane from the first two curves/edges or the first three points selected. Creates the boundary plane on the XC-YC plane if it is not possible to define a plane using the selected curves, edges, or points.
Automatic is useful for establishing the ZC level when selecting planar curves that are parallel to the XC-YC plane.
Caution:
Using Automatic with 3d curves can lead to unexpected results and is not recommended.
Boundary Plane Defined by Selected Edges
User–Defined
User-Defined allows you to define a Boundary Plane using the Plane Subfunction.
Use this option to define a boundary plane from contoured 3d curves or edges.
Non planar edges projected to boundary plane
Material Side
Specifies the side of the boundary which you do not want to cut.
Tool Position
Determines how the tool will position (On, Tanto, Contact) when it approaches the boundary member
Custom Member Data
Sets Tolerance, Side Stock, and Cut Feed Rate values for individual boundary members. Also lets you define post commands to insert at the beginning or end of the tool path segment for the selected boundary member:
Retrieve
Lets you select a MILL_CONTROL (Post Command) template and removes any User Defined Events (post commands) previously defined.
Edit
Lets you add User Defined Events, such as Coolant On.
Chaining
Automatically selects a contiguous sequence of curves and edges
Select a starting member and when necessary, an ending member. All contiguous members become selected for boundary geometry.
If you want to chain all of the edges that form a contiguous loop, select the first edge and choose OK.
Note:
The post commands at the start and at the end are not applied to objects selected by the chaining method.
The direction of the chaining sequence and the boundary indicators is determined by where you select the entity relative to its middle control point.
Select to the left of the middle control point.
Select to the right of the middle control point.
Remove Last Member
Deletes the last boundary member created
Create Next Boundary
Completes the creation of the current boundary and immediately starts creating the next temporary boundary"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/edit_boundary_dialog,Edit Boundary — legacy dialog box,"Note:
This dialog box is available for drive boundary geometry and for boundary geometry defined within planar milling operations, such as Planar Mill and Finish Walls.
Type
Curves/Edges mode only
Lets you change a boundary from Open toClosed or vice versa, and displays the status.
Plane
Specifies how to define the boundary plane. The boundary plane is the plane onto which the selected geometry will be projected and the boundary created.
Automatic
Creates the boundary plane from the first two curves/edges or the first three points selected. Creates the boundary plane on the XC-YC plane if it is not possible to define a plane using the selected curves, edges, or points.
Automatic is useful for establishing the ZC level when selecting planar curves that are parallel to the XC-YC plane.
Caution:
Using Automatic with 3d curves can lead to unexpected results and is not recommended.
Boundary Plane Defined by Selected Edges
User–Defined
User-Defined allows you to define a Boundary Plane using the Plane Subfunction.
Use this option to define a boundary plane from contoured 3d curves or edges.
Boundary Created on the Boundary Plane
Material Side
Specifies the side of the boundary on which material will be removed or retained
Geometry Type
Displays the type of boundary (part, blank, check, trim) you are creating.
Propagate Boundary Plane
Lets you move a boundary to a different boundary plane.
Custom Boundary Data
Sets Tolerance, Side Stock, Blank Distance and Cut Feed Rate values associated with the selected boundary.
Create Permanent Boundary
Creates a permanent boundary from the selected boundary.
Edit
Lets you modify the individual members of the selected boundary.
Use Edit Member to change the parameters of individual boundary members. This option allows you to editf an individual boundary member for:
tool position
tolerances
stock value
feed rate
post commands
Note that you can also select permanent boundary members to edit.
Remove
Deletes the last boundary member created.
Append
Completes the creation of the current boundary and immediately starts creating the next temporary boundary.
Reselect All
Deletes all boundaries."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1752725,Boundary options on the Top Border bar,"Boundary options appear in the Selection Group of the Top Border bar, next to the Curve Rule list.
Boundary selection method
Top Border bar appearance
Face
Curves
Points

Option
Description
Tool Position Tanto
Aligns the side of the tool with the boundary.
Tool Position On
Aligns the center point of the tool with the boundary along the tool axis.
Ignore Holes
On: Ignores holes in the selected face.
Off: Creates boundaries around each hole in the selected face.
Ignore Islands
On: Ignores islands in the selected face.
Off: Creates boundaries around each island in the selected face.
Ignore Chamfers
On: Creates boundaries that extend to include chamfers, fillets, and rounds adjacent to the selected faces.
Off: Creates boundaries on the edges of the selected faces.
Snap Point
Controls point selection. For example, you can choose to snap to the nearest end point on a curve.
More
Lets you use curve or face chaining.
You select the beginning curve, then select the ending curve. NX joins all curves between the two curves."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1750061,Hands-on: Create boundaries,"Click here to download the part.
In this hands-on procedure, you create open and closed boundaries to profile the part shown.
Note:
A blank boundary is not required for these operations.
The program includes a roughing operation.
Create the open boundary
Unzip and open 06-0001M.prt.
The part contains a cavity milling operation to rough the part. You define the required boundaries for the profiling operations.
In the Operation Navigator, Program Order view, double-click the PROFILE_OPEN_BOUNDARY operation.
In the Planar Profile dialog box, in the Geometry group, click Specify Part Boundaries .
A blank boundary is not required for this operation.
In the Part Boundaries dialog box, in the Boundaries group, set the following:
Selection Method = Curves
Boundary Type = Open
Tool Side = default setting
Plane = Automatic
You will check the tool side later.
Click Select Curve .
On the Top Border bar, from the Curve Rule list, select Tangent Curves.
Setting Curve Rule to Tangent Curves helps you to select the boundary with fewer picks. The Tangent Curves curve rule selects all of the curve segments that are tangent and continuous to each pick.
You can change the Curve Rule setting when needed as you select the curve segments.
On the Top Border bar, from the Initial Tool Position list, select Tool Position Tanto .
Zoom in to the part area shown.
In the graphics window, select the first curve.
Select the curve close to the starting point, so that the boundary direction is correct.
The tool side indicator should be outside of the part geometry, as shown.
Correct tool side

If the tool side indicator is inside the part geometry, select the opposite Tool Side option.


Notice that only one curve is selected, because none of the connected curve segments are tangent. The boundary plane is not established yet.
Select the second curve segment.
The boundary plane is now defined.
Zoom out to see the tangent curves selected with your second pick.
Zoom in to the part as shown, to select the last curve segment.
Select the last curve segment.
The boundary definition is complete.
This operation machines only the open boundary. You can have multiple curve sets for each boundary definition, but they must be the same boundary type: all open or all closed.
Click OK to save the part boundary definition and to return to the Planar Profile dialog box.
In the Actions group, click Generate .
In the Actions group, click Verify .
In the Tool Path Visualization dialog box, on the 3D Dynamic tab, set the Animation Speed slider, and click Play .
The appropriate slider setting depends on your computer's processing speed, and the amount of material to remove. To see the material removal for this operation, try a setting of 1 or 2.
3D in-process workpiece (IPW) before the profiling operation
3D IPW after the profiling operation
Click OK as required to close the Tool Path Visualization dialog box and to save the operation.
  Create the closed boundaries
In the Operation Navigator, Program Order view, double-click the PROFILE_CLOSED_BOUNDARY operation.
In the Planar Profile dialog box, in the Geometry group, click Specify Part Boundaries .
In the Part Boundaries dialog box, in the Boundaries group, set the following:
Selection Method = Curves
Boundary Type = Closed
Tool Side = Outside
Plane = Automatic
Click Select Curve .
Select the outer circle.
Note:
The location of the start point and the orientation of the direction arrow depend on where you select the circle. Your boundary start point and direction arrow may be different.
Click Add New Set
In the Boundaries group, from the Tool Side list, select Inside.
Select the inner circle.
Click OK to save the part boundary definition and to return to the Planar Profile dialog box.
In the Actions group, click Generate .
Click Verify .
In the Tool Path Visualization dialog box, on the 3D Dynamic tab, set the Animation Speed slider, and click Play .
3D IPW before the profiling operation
3D IPW after the profiling operation
Click OK as required to close the Tool Path Visualization dialog box and to save the operation.
Add custom member data
In the Operation Navigator, Program Order view, double-click the PROFILE_OPEN_BOUNDARY operation.
In the Planar Profile dialog box, in the Geometry group, click Specify Part Boundaries .
In the Part Boundaries dialog box, expand the Members group.
In the Members group, from the members list, select Member 1 and Control-select the last member.
The dialog box displays settings that apply to individual members. You can select one or more of the boundary members.
Note:
You can set the tool position (On or Tanto) and add custom member data to any of the boundary members. You can trim or extend only the first and last members.
In the Members group, expand the Custom Member Data group.
Set the following, and click OK to save the part boundary definition.
Stock =
Stock value = 0.05
Generate and verify the operation.
The first and last segments of the boundary retain stock.
Delete boundary members
In this example, you no longer need the beginning and ending segments of the previously defined open boundary.
In the Planar Profile dialog box, in the Geometry group, click Specify Part Boundaries .
With nothing selected in the Part Boundaries dialog box, zoom in to the part as shown.
Note:
When more than one boundary is defined, you select the boundary to modify from the list in the Boundaries group. If you must select a boundary, do not select any of the individual members from the list in the Members group.
Shift-select the last curve segment.
Move to the boundary beginning, and shift-select the first curve segment.
Notice that the boundary start point, direction arrow, and tool side indicator move to the new Member 1 curve segment.
Click OK to save the part boundary definition and return to the Planar Profile dialog box.
In the Actions group, click Generate .
Close the planar profile operation.
Save and close the part file."
